case_id,query,alpha,tool,bm25_raw,bm25_norm,embed_cosine,embed_norm,fused_score,rank
5,今天天气怎么样,0.7,图片文字识别,0.0,0.0,-0.018304,0.0,0.0,
5,今天天气怎么样,0.7,数据库查询,0.0,0.0,0.065664,0.0,0.0,
6,把图片里的英文翻译成中文,0.3,翻译英文,17.721692,1.0,0.588606,1.0,1.0,1
6,把图片里的英文翻译成中文,0.3,图片文字识别,11.167933,0.603886,0.344818,0.126974,0.270048,2
6,把图片里的英文翻译成中文,0.3,pdf解析,1.176552,0.0,0.309361,0.0,0.0,
6,把图片里的英文翻译成中文,0.3,数据库查询,0.0,0.0,0.012241,0.0,0.0,
6,把图片里的英文翻译成中文,0.5,翻译英文,17.721692,1.0,0.588606,1.0,1.0,1
6,把图片里的英文翻译成中文,0.5,图片文字识别,11.167933,0.603886,0.344818,0.126974,0.36543,2
6,把图片里的英文翻译成中文,0.5,pdf解析,1.176552,0.0,0.309361,0.0,0.0,
6,把图片里的英文翻译成中文,0.5,数据库查询,0.0,0.0,0.012241,0.0,0.0,
6,把图片里的英文翻译成中文,0.7,翻译英文,17.721692,1.0,0.588606,1.0,1.0,1
6,把图片里的英文翻译成中文,0.7,图片文字识别,11.167933,0.603886,0.344818,0.126974,0.460813,2
6,把图片里的英文翻译成中文,0.7,pdf解析,1.176552,0.0,0.309361,0.0,0.0,
6,把图片里的英文翻译成中文,0.7,数据库查询,0.0,0.0,0.012241,0.0,0.0,
7,识别并翻译图片里的文字,0.3,图片文字识别,17.6235,1.0,0.699703,1.0,1.0,1
7,识别并翻译图片里的文字,0.3,翻译英文,7.617185,0.378072,0.597094,0.480667,0.449889,2
7,识别并翻译图片里的文字,0.3,pdf解析,1.534312,0.0,0.502125,0.0,0.0,
7,识别并翻译图片里的文字,0.3,数据库查询,0.0,0.0,0.092201,0.0,0.0,
7,识别并翻译图片里的文字,0.5,图片文字识别,17.6235,1.0,0.699703,1.0,1.0,1
7,识别并翻译图片里的文字,0.5,翻译英文,7.617185,0.378072,0.597094,0.480667,0.42937,2
7,识别并翻译图片里的文字,0.5,pdf解析,1.534312,0.0,0.502125,0.0,0.0,
7,识别并翻译图片里的文字,0.5,数据库查询,0.0,0.0,0.092201,0.0,0.0,
7,识别并翻译图片里的文字,0.7,图片文字识别,17.6235,1.0,0.699703,1.0,1.0,1
7,识别并翻译图片里的文字,0.7,翻译英文,7.617185,0.378072,0.597094,0.480667,0.408851,2
7,识别并翻译图片里的文字,0.7,pdf解析,1.534312,0.0,0.502125,0.0,0.0,
7,识别并翻译图片里的文字,0.7,数据库查询,0.0,0.0,0.092201,0.0,0.0,
8,extract text from pdf,0.3,pdf解析,8.18427,1.0,0.750362,1.0,1.0,1
8,extract text from pdf,0.3,翻译英文,0.0,0.0,0.189209,0.0,0.0,
8,extract text from pdf,0.3,图片文字识别,0.0,0.0,0.293343,0.0,0.0,
8,extract text from pdf,0.3,数据库查询,0.0,0.0,-0.020901,0.0,0.0,
8,extract text from pdf,0.5,pdf解析,8.18427,1.0,0.750362,1.0,1.0,1
8,extract text from pdf,0.5,翻译英文,0.0,0.0,0.189209,0.0,0.0,
8,extract text from pdf,0.5,图片文字识别,0.0,0.0,0.293343,0.0,0.0,
8,extract text from pdf,0.5,数据库查询,0.0,0.0,-0.020901,0.0,0.0,
8,extract text from pdf,0.7,pdf解析,8.18427,1.0,0.750362,1.0,1.0,1
8,extract text from pdf,0.7,翻译英文,0.0,0.0,0.189209,0.0,0.0,
8,extract text from pdf,0.7,图片文字识别,0.0,0.0,0.293343,0.0,0.0,
8,extract text from pdf,0.7,数据库查询,0.0,0.0,-0.020901,0.0,0.0,
9,translate this into english,0.3,翻译英文,4.883321,1.0,0.622881,1.0,1.0,1
9,translate this into english,0.3,pdf解析,0.0,0.0,0.246517,0.002277,0.001594,2
9,translate this into english,0.3,图片文字识别,0.0,0.0,0.245657,0.0,0.0,
9,translate this into english,0.3,数据库查询,0.0,0.0,-0.027581,0.0,0.0,
9,translate this into english,0.5,翻译英文,4.883321,1.0,0.622881,1.0,1.0,1
9,translate this into english,0.5,pdf解析,0.0,0.0,0.246517,0.002277,0.001139,2
9,translate this into english,0.5,图片文字识别,0.0,0.0,0.245657,0.0,0.0,
9,translate this into english,0.5,数据库查询,0.0,0.0,-0.027581,0.0,0.0,
9,translate this into english,0.7,翻译英文,4.883321,1.0,0.622881,1.0,1.0,1
9,translate this into english,0.7,pdf解析,0.0,0.0,0.246517,0.002277,0.000683,2
9,translate this into english,0.7,图片文字识别,0.0,0.0,0.245657,0.0,0.0,
9,translate this into english,0.7,数据库查询,0.0,0.0,-0.027581,0.0,0.0,
10,translate the text in this pdf,0.3,pdf解析,5.976852,1.0,0.64043,1.0,1.0,1
10,translate the text in this pdf,0.3,翻译英文,2.441661,0.0,0.471545,0.527108,0.368976,2
10,translate the text in this pdf,0.3,图片文字识别,0.0,0.0,0.283297,0.0,0.0,
10,translate the text in this pdf,0.3,数据库查询,0.0,0.0,-0.07402,0.0,0.0,
10,translate the text in this pdf,0.5,pdf解析,5.976852,1.0,0.64043,1.0,1.0,1
10,translate the text in this pdf,0.5,翻译英文,2.441661,0.0,0.471545,0.527108,0.263554,2
10,translate the text in this pdf,0.5,图片文字识别,0.0,0.0,0.283297,0.0,0.0,
10,translate the text in this pdf,0.5,数据库查询,0.0,0.0,-0.07402,0.0,0.0,
10,translate the text in this pdf,0.7,pdf解析,5.976852,1.0,0.64043,1.0,1.0,1
10,translate the text in this pdf,0.7,翻译英文,2.441661,0.0,0.471545,0.527108,0.158132,2
10,translate the text in this pdf,0.7,图片文字识别,0.0,0.0,0.283297,0.0,0.0,
10,translate the text in this pdf,0.7,数据库查询,0.0,0.0,-0.07402,0.0,0.0,
11,把pdf里的表格提取出来,0.3,pdf解析,8.18427,1.0,0.726295,1.0,1.0,1
11,把pdf里的表格提取出来,0.3,翻译英文,2.441661,0.020973,0.104678,0.0,0.006292,2
11,把pdf里的表格提取出来,0.3,图片文字识别,2.318638,0.0,0.309636,0.0,0.0,
11,把pdf里的表格提取出来,0.3,数据库查询,0.0,0.0,0.096798,0.0,0.0,
11,把pdf里的表格提取出来,0.5,pdf解析,8.18427,1.0,0.726295,1.0,1.0,1
11,把pdf里的表格提取出来,0.5,翻译英文,2.441661,0.020973,0.104678,0.0,0.010487,2
11,把pdf里的表格提取出来,0.5,图片文字识别,2.318638,0.0,0.309636,0.0,0.0,
11,把pdf里的表格提取出来,0.5,数据库查询,0.0,0.0,0.096798,0.0,0.0,
11,把pdf里的表格提取出来,0.7,pdf解析,8.18427,1.0,0.726295,1.0,1.0,1
11,把pdf里的表格提取出来,0.7,翻译英文,2.441661,0.020973,0.104678,0.0,0.014681,2
11,把pdf里的表格提取出来,0.7,图片文字识别,2.318638,0.0,0.309636,0.0,0.0,
11,把pdf里的表格提取出来,0.7,数据库查询,0.0,0.0,0.096798,0.0,0.0,
12,what is the weather today,0.3,pdf解析,0.0,0.0,-0.021255,0.0,0.0,
12,what is the weather today,0.3,翻译英文,0.0,0.0,0.023988,0.0,0.0,
12,what is the weather today,0.3,图片文字识别,0.0,0.0,-0.017835,0.0,0.0,
12,what is the weather today,0.3,数据库查询,0.0,0.0,0.091551,0.0,0.0,
12,what is the weather today,0.5,pdf解析,0.0,0.0,-0.021255,0.0,0.0,
12,what is the weather today,0.5,翻译英文,0.0,0.0,0.023988,0.0,0.0,
12,what is the weather today,0.5,图片文字识别,0.0,0.0,-0.017835,0.0,0.0,
12,what is the weather today,0.5,数据库查询,0.0,0.0,0.091551,0.0,0.0,
12,what is the weather today,0.7,pdf解析,0.0,0.0,-0.021255,0.0,0.0,
12,what is the weather today,0.7,翻译英文,0.0,0.0,0.023988,0.0,0.0,
12,what is the weather today,0.7,图片文字识别,0.0,0.0,-0.017835,0.0,0.0,
12,what is the weather today,0.7,数据库查询,0.0,0.0,0.091551,0.0,0.0,
